#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
LOADING_TIP_0;If chance will have me king, why, chance may crown me without my stir?;;;;;;;;;;;;;x
LOADING_TIP_1;Look like the innocent flower, but be the serpent under it!;;;;;;;;;;;;;x
LOADING_TIP_2;Is this a dagger which I see before me, the handle toward my hand?;;;;;;;;;;;;;x
LOADING_TIP_3;We are men, my liege.. Ay, in the catalogue ye go for men!;;;;;;;;;;;;;x
LOADING_TIP_4;My voice is in my sword! Thou bloodier villain than terms can give thee out!;;;;;;;;;;;;;x
LOADING_TIP_5;Something is rotten in the state of Denmark!;;;;;;;;;;;;;x
LOADING_TIP_6;Once more unto the breach, dear friends, once more! Or close the wall up with our English dead!;;;;;;;;;;;;;x
LOADING_TIP_7;How sweet a thing it is to wear a crown within whose circuit is Elysium, and all that poets feign of bliss and joy!;;;;;;;;;;;;;x
LOADING_TIP_8;Time shall unfold what plighted cunning hides: Who cover faults, at last shame them derides!;;;;;;;;;;;;;x
LOADING_TIP_9;Now, gods, stand up for bastards!;;;;;;;;;;;;;x
LOADING_TIP_10;We saw the best of our time: machinations, hollowness, treachery, and all ruinous disorders, follow us disquietly to our graves..;;;;;;;;;;;;;x
LOADING_TIP_11;How sharper than a serpent's tooth it is, to have a thankless child!;;;;;;;;;;;;;x
LOADING_TIP_12;He is come to ope the purple testament of bleeding war!;;;;;;;;;;;;;x
LOADING_TIP_13;My large kingdom, for a little grave. A little, little grave, an obscure grave!;;;;;;;;;;;;;x
LOADING_TIP_14;Now is the winter of our discontent made glorious summer by this son of York!;;;;;;;;;;;;;x
LOADING_TIP_15;So wise, so young, they say, do never live long..;;;;;;;;;;;;;x
LOADING_TIP_16;True hope is swift, and flies with swallows wings: Kings it makes gods, and meaner creatures kings!;;;;;;;;;;;;;x
LOADING_TIP_17;A horse! A horse! My kingdom for a horse!;;;;;;;;;;;;;x
LOADING_TIP_18;If you deny me, fie upon your law! There is no power in the decrees of Venice!;;;;;;;;;;;;;x
LOADING_TIP_19;All his successors, gone before him, have done’t. And all his ancestors, that come after him, may..;;;;;;;;;;;;;x
LOADING_TIP_20;Cowards die many times before their deaths, the valiant never taste of death but once..;;;;;;;;;;;;;x
LOADING_TIP_21;Treason has done his worst: nor steel, nor poison, malice domestic, foreign levy, nothing can touch him further..;;;;;;;;;;;;;x
LOADING_TIP_22;He full of bashfulness and truth, loved much, hoped little, and desired nought..;;;;;;;;;;;;;x
LOADING_TIP_23;For he that does good, having the unlimited power to do evil, deserves praise not only for the good which he performs, but for the evil which he forbears;;;;;;;;;;;;;x
LOADING_TIP_24;Saint George and the Dragon! Bonny Saint George for Merry England! The castle is won!;;;;;;;;;;;;;x
LOADING_TIP_25;I know of no one in the realm who would not more fitly to come to me than I to him..;;;;;;;;;;;;;x
LOADING_TIP_26;By God's blood, thy father slew mine, and so will I do thee and all thy kin!;;;;;;;;;;;;;x
LOADING_TIP_27;Seven feet of English ground, or as much more as he may be taller than other men!;;;;;;;;;;;;;x
LOADING_TIP_28;A man should suffer greatly for his lord, endure both biting cold and sweltering heat, and sacrifice for him both flesh and blood;;;;;;;;;;;;;x
LOADING_TIP_29;That fatal day for England, the sad destruction of our dear country!;;;;;;;;;;;;;x
LOADING_TIP_30;He has learned much who knows the pain of struggle..;;;;;;;;;;;;;x
LOADING_TIP_31;The gates of monarchs are arch'd so high that giants may jet through and keep their impious turbans on!;;;;;;;;;;;;;x
LOADING_TIP_32;There's such divinity doth hedge a king, that treason can but peep to what it would..;;;;;;;;;;;;;x
LOADING_TIP_33;Uneasy lies the head that wears a crown..;;;;;;;;;;;;;x
LOADING_TIP_34;Every subject's duty is the king's, but every subject's soul is his own!;;;;;;;;;;;;;x
LOADING_TIP_35;Fearless minds climb soonest unto crowns!;;;;;;;;;;;;;x
LOADING_TIP_36;The king-becoming graces, I have no relish of them!;;;;;;;;;;;;;x
LOADING_TIP_37;Ay, every inch a king!;;;;;;;;;;;;;x
LOADING_TIP_38;Until a king be by, and then his state empties itself, as doth an inland brook into the main waters..;;;;;;;;;;;;;x
LOADING_TIP_39;Yet looks he like a king: behold, his eye, as bright as is the eagle's, lightens forth controlling majesty!;;;;;;;;;;;;;x
LOADING_TIP_40;Let us sit upon the ground, and tell sad stories of the death of kings..;;;;;;;;;;;;;x
LOADING_TIP_41;The king's name is a tower of strength, which they upon the adverse party want..;;;;;;;;;;;;;x
LOADING_TIP_42;And kind as kings upon their coronation day!;;;;;;;;;;;;;x
LOADING_TIP_43;As yourselves your empires fall, and every kingdom hath a grave!;;;;;;;;;;;;;x
LOADING_TIP_44;It is something to hold the scepter with a firm hand!;;;;;;;;;;;;;x
LOADING_TIP_45;A merry monarch, scandalous and poor..;;;;;;;;;;;;;x
LOADING_TIP_46;Here lies our mutton-looking king, whose word no man relied on, who never said a foolish thing, nor ever did a wise one..;;;;;;;;;;;;;x
LOADING_TIP_47;Treason only matters when it is committed by trusted men..;;;;;;;;;;;;;x
LOADING_TIP_48;No bravery is such a virtue as the Graele may gain!;;;;;;;;;;;;;x
LOADING_TIP_49;The foremost art of kings is the ability to endure hatred..;;;;;;;;;;;;;x
LOADING_TIP_50;Kings have many ears and eyes..;;;;;;;;;;;;;x
LOADING_TIP_51;That I may truly say with the hook-nosed fellow of Rome, I came, I saw, and overcame!;;;;;;;;;;;;;x
